book_id,title,genre,publication_year,price,rating,author_id
2216,Book Title 1715,Non-Fiction,2013,7.36,1,3444
2217,Book Title 1716,Fiction,2023,73.83,3,9333
2218,Book Title 1717,Fantasy,1983,26.31,3,4072
2219,Book Title 1718,Biography,2011,27.5,5,3898
2220,Book Title 1719,Romance,2015,99.79,4,9958
2221,Book Title 1720,Biography,1995,74.27,1,3888
2222,Book Title 1721,Mystery,1995,23.15,5,9538
2223,Book Title 1722,Fiction,2000,72.09,1,529
2224,Book Title 1723,Mystery,1988,43.62,2,6236
2225,Book Title 1724,Non-Fiction,1998,69.45,2,6751
2226,Book Title 1725,Fantasy,2014,10.89,3,4995
2227,Book Title 1726,Fantasy,2012,11.22,5,9885
2228,Book Title 1727,Non-Fiction,1988,44.2,2,4508
2229,Book Title 1728,Fantasy,1993,15.02,3,2085
2230,Book Title 1729,Biography,2019,20.8,2,9037
2231,Book Title 1730,Sci-Fi,2009,45.37,1,8059
2232,Book Title 1731,Mystery,1999,42.78,4,2286
2233,Book Title 1732,Fantasy,1990,25.62,3,692
2234,Book Title 1733,Biography,1980,49.68,2,1098
2235,Book Title 1734,Romance,2010,28.04,3,9456
2236,Book Title 1735,Non-Fiction,1982,93.77,4,1323
2237,Book Title 1736,Romance,2005,26.87,5,4854
2238,Book Title 1737,Fantasy,2005,75.93,4,1957
2239,Book Title 1738,Fiction,1999,83.35,1,874
2240,Book Title 1739,Fantasy,1998,63.58,1,9291
2241,Book Title 1740,Sci-Fi,1983,16.21,2,7472
2242,Book Title 1741,Mystery,2019,95.51,1,7362
2243,Book Title 1742,Fiction,1995,19.91,5,5023
2244,Book Title 1743,Romance,1997,83.02,1,9787
2245,Book Title 1744,Biography,2012,46.53,1,9482
2246,Book Title 1745,Fiction,2021,21.1,4,4057
2247,Book Title 1746,Non-Fiction,2008,56.09,5,586
2248,Book Title 1747,Mystery,2008,70.52,1,7927
2249,Book Title 1748,Romance,2003,28.8,5,4259
2250,Book Title 1749,Fantasy,2006,57.96,1,1234
2251,Book Title 1750,Biography,2020,97.69,3,5621
2252,Book Title 1751,Biography,1993,67.92,3,125
2253,Book Title 1752,Romance,1997,88.59,2,4113
2254,Book Title 1753,Biography,2021,21.38,5,5385
2255,Book Title 1754,Fantasy,2002,71.81,1,521
2256,Book Title 1755,Non-Fiction,1991,78.11,1,4792
2257,Book Title 1756,Romance,2004,70.3,4,9991
2258,Book Title 1757,Fiction,2003,24.69,5,151
2259,Book Title 1758,Fiction,1989,36.09,3,9473
2260,Book Title 1759,Biography,2011,67.64,4,1475
2261,Book Title 1760,Fantasy,2010,35.22,4,7196
2262,Book Title 1761,Fantasy,1995,60.75,5,2708
2263,Book Title 1762,Mystery,2021,54.42,5,7657
2264,Book Title 1763,Mystery,2019,71.91,1,4666
2265,Book Title 1764,Biography,1982,31.11,2,6160
2266,Book Title 1765,Romance,2001,25.87,4,4226
2267,Book Title 1766,Non-Fiction,2014,54.46,2,121
2268,Book Title 1767,Romance,1995,61.4,2,3216
2269,Book Title 1768,Fantasy,2014,24.68,1,7862
2270,Book Title 1769,Fantasy,2007,37.27,4,7637
2271,Book Title 1770,Mystery,2016,67.77,1,4364
2272,Book Title 1771,Mystery,2006,21.3,5,8207
2273,Book Title 1772,Sci-Fi,2004,49.0,1,3353
2274,Book Title 1773,Non-Fiction,1997,93.11,2,1660
2275,Book Title 1774,Non-Fiction,1988,9.02,2,8862
2276,Book Title 1775,Biography,2011,64.75,2,3757
2277,Book Title 1776,Non-Fiction,1994,56.28,3,76
2278,Book Title 1777,Biography,1998,55.37,1,4161
2279,Book Title 1778,Fiction,1988,87.52,5,5016
2280,Book Title 1779,Fiction,2013,62.66,4,466
2281,Book Title 1780,Fantasy,2008,18.18,2,980
2282,Book Title 1781,Biography,2018,40.92,1,686
2283,Book Title 1782,Sci-Fi,1990,30.44,2,7212
2284,Book Title 1783,Biography,2019,88.26,2,3884
2285,Book Title 1784,Mystery,2005,68.66,3,809
2286,Book Title 1785,Biography,1996,84.42,2,422
2287,Book Title 1786,Non-Fiction,1992,96.9,5,5701
2288,Book Title 1787,Non-Fiction,2007,52.93,1,8066
2289,Book Title 1788,Non-Fiction,1980,25.89,1,8328
2290,Book Title 1789,Sci-Fi,2021,31.07,5,5355
2291,Book Title 1790,Romance,2004,54.86,1,8780
2292,Book Title 1791,Non-Fiction,2019,25.62,1,2333
2293,Book Title 1792,Non-Fiction,2017,56.88,1,1936
2294,Book Title 1793,Fantasy,2017,56.17,3,1752
2295,Book Title 1794,Fantasy,2007,56.79,5,1452
2296,Book Title 1795,Non-Fiction,1999,73.47,4,330
2297,Book Title 1796,Non-Fiction,1990,92.19,3,5391
2298,Book Title 1797,Biography,1982,44.04,3,2462
2299,Book Title 1798,Fiction,1989,90.38,2,9167
2300,Book Title 1799,Fiction,2018,54.55,4,2470
2301,Book Title 1800,Fantasy,2018,83.95,1,8193
2302,Book Title 1801,Non-Fiction,2003,80.94,1,6452
2303,Book Title 1802,Fiction,2021,15.36,2,1186
2304,Book Title 1803,Mystery,2016,10.89,2,6339
2305,Book Title 1804,Non-Fiction,2003,80.05,1,374
2306,Book Title 1805,Fantasy,2008,96.03,1,9579
2307,Book Title 1806,Biography,1985,72.37,5,727
2308,Book Title 1807,Fantasy,2008,34.27,4,3254
2309,Book Title 1808,Non-Fiction,2010,35.81,2,882
2310,Book Title 1809,Sci-Fi,1989,20.17,2,4356
2311,Book Title 1810,Fantasy,1997,69.88,4,1789
2312,Book Title 1811,Romance,2009,44.58,4,5904
2313,Book Title 1812,Sci-Fi,1991,32.2,3,9469
2314,Book Title 1813,Fantasy,2015,65.06,1,22
2315,Book Title 1814,Non-Fiction,1994,80.93,2,7751
2316,Book Title 1815,Romance,1994,9.64,1,8062
2317,Book Title 1816,Sci-Fi,1983,73.89,5,1094
2318,Book Title 1817,Fiction,2007,98.64,3,4026
2319,Book Title 1818,Romance,1981,79.03,1,9097
2320,Book Title 1819,Non-Fiction,1989,76.24,3,7917
2321,Book Title 1820,Biography,2002,92.36,1,3467
2322,Book Title 1821,Non-Fiction,1990,95.64,5,6267
2323,Book Title 1822,Non-Fiction,2013,50.28,5,3135
2324,Book Title 1823,Fiction,1988,47.89,1,66
2325,Book Title 1824,Non-Fiction,2019,59.2,3,3972
2326,Book Title 1825,Romance,2022,63.73,5,7208
2327,Book Title 1826,Mystery,2020,16.6,5,6900
2328,Book Title 1827,Non-Fiction,2009,52.41,2,6176
2329,Book Title 1828,Romance,2011,94.78,1,295
2330,Book Title 1829,Romance,2015,78.29,1,8745
2331,Book Title 1830,Mystery,2004,61.95,1,1739
2332,Book Title 1831,Sci-Fi,1984,81.41,5,7578
2333,Book Title 1832,Romance,2001,88.85,3,8017
2334,Book Title 1833,Romance,2009,56.25,2,5684
2335,Book Title 1834,Biography,1989,6.31,5,7279
2336,Book Title 1835,Mystery,1980,72.39,3,4301
2337,Book Title 1836,Fiction,2009,5.84,3,655
2338,Book Title 1837,Fiction,2000,82.43,2,5192
2339,Book Title 1838,Sci-Fi,1995,88.46,3,2191
2340,Book Title 1839,Sci-Fi,1984,71.89,4,8703
2341,Book Title 1840,Fiction,2005,15.47,4,2045
2342,Book Title 1841,Biography,1988,50.52,5,8262
2343,Book Title 1842,Sci-Fi,2011,39.7,4,6854
2344,Book Title 1843,Biography,1981,59.57,2,4351
2345,Book Title 1844,Sci-Fi,2017,80.66,3,1515
2346,Book Title 1845,Mystery,2019,81.6,4,3938
2347,Book Title 1846,Mystery,2005,58.13,5,6965
2348,Book Title 1847,Fiction,2002,72.82,2,4749
2349,Book Title 1848,Romance,2013,41.81,4,7239
2350,Book Title 1849,Sci-Fi,2012,41.06,5,9312
2351,Book Title 1850,Sci-Fi,1996,75.11,3,8268
2352,Book Title 1851,Fantasy,1987,33.84,1,7096
2353,Book Title 1852,Biography,1982,5.73,2,5604
2354,Book Title 1853,Mystery,2003,50.27,1,7109
2355,Book Title 1854,Sci-Fi,1981,18.32,2,122
2356,Book Title 1855,Biography,2010,91.39,5,1586
2357,Book Title 1856,Sci-Fi,2007,8.1,3,6815
2358,Book Title 1857,Biography,2023,29.34,1,3616
2359,Book Title 1858,Non-Fiction,2004,12.3,2,2828
2360,Book Title 1859,Fantasy,1992,32.91,3,3554
2361,Book Title 1860,Sci-Fi,2001,6.6,3,1821
2362,Book Title 1861,Fantasy,1982,91.13,1,7936
2363,Book Title 1862,Fiction,2006,17.14,5,4522
2364,Book Title 1863,Non-Fiction,2009,87.46,1,1761
2365,Book Title 1864,Fiction,1980,92.05,4,6314
2366,Book Title 1865,Mystery,2020,46.26,1,326
2367,Book Title 1866,Mystery,1985,23.03,4,9263
2368,Book Title 1867,Mystery,1992,12.78,3,9026
2369,Book Title 1868,Non-Fiction,1999,72.42,3,986
2370,Book Title 1869,Mystery,1983,18.99,2,9141
2371,Book Title 1870,Mystery,1982,40.06,3,8573
2372,Book Title 1871,Mystery,2022,22.26,3,7844
2373,Book Title 1872,Mystery,1992,68.39,3,4117
2374,Book Title 1873,Sci-Fi,2011,35.27,5,943
2375,Book Title 1874,Fiction,2013,78.12,5,8173
2376,Book Title 1875,Fiction,1985,76.02,5,1041
2377,Book Title 1876,Romance,2006,53.31,3,5531
2378,Book Title 1877,Mystery,2023,14.58,2,6851
2379,Book Title 1878,Romance,2021,52.25,1,3405
2380,Book Title 1879,Sci-Fi,2019,38.47,2,5194
2381,Book Title 1880,Fiction,2016,53.77,5,7349
2382,Book Title 1881,Fiction,1990,77.92,1,1691
2383,Book Title 1882,Fiction,2022,8.75,3,7174
2384,Book Title 1883,Sci-Fi,2023,12.72,4,4297
2385,Book Title 1884,Fiction,2018,82.04,2,9362
2386,Book Title 1885,Non-Fiction,1994,29.09,5,4054
2387,Book Title 1886,Biography,2012,14.47,1,9631
2388,Book Title 1887,Sci-Fi,2020,13.43,3,5300
2389,Book Title 1888,Mystery,2017,20.83,4,1959
2390,Book Title 1889,Biography,2006,81.49,1,1674
2391,Book Title 1890,Fantasy,2010,70.87,2,8323
2392,Book Title 1891,Sci-Fi,2012,78.37,5,7033
2393,Book Title 1892,Sci-Fi,1997,55.44,1,3285
2394,Book Title 1893,Biography,1989,45.98,5,361
2395,Book Title 1894,Mystery,2009,9.71,2,2214
2396,Book Title 1895,Fiction,2021,24.55,3,1965
2397,Book Title 1896,Biography,2017,30.43,1,8933
2398,Book Title 1897,Romance,1995,85.98,2,5539
2399,Book Title 1898,Biography,2011,86.36,5,8534
2400,Book Title 1899,Fiction,1980,60.45,4,3736
2401,Book Title 1900,Sci-Fi,2004,73.46,1,7725
2402,Book Title 1901,Biography,2023,91.69,3,1897
2403,Book Title 1902,Sci-Fi,2009,75.37,1,8961
2404,Book Title 1903,Non-Fiction,2023,91.94,3,5702
2405,Book Title 1904,Mystery,1994,6.3,4,989
2406,Book Title 1905,Fantasy,1995,58.84,1,8735
2407,Book Title 1906,Fantasy,2000,71.16,1,238
2408,Book Title 1907,Sci-Fi,2021,41.34,5,8384
2409,Book Title 1908,Sci-Fi,2017,15.7,1,535
2410,Book Title 1909,Fiction,1984,96.35,3,1084
2411,Book Title 1910,Sci-Fi,1981,79.59,3,961
2412,Book Title 1911,Fantasy,2001,33.27,2,2488
2413,Book Title 1912,Sci-Fi,1983,89.72,3,6806
2414,Book Title 1913,Sci-Fi,1998,24.17,4,7061
2415,Book Title 1914,Romance,2010,25.7,3,4033
2416,Book Title 1915,Sci-Fi,2001,63.62,3,3375
2417,Book Title 1916,Fantasy,1998,79.53,3,3008
2418,Book Title 1917,Fantasy,2015,69.21,4,3998
2419,Book Title 1918,Non-Fiction,1993,88.68,2,4143
2420,Book Title 1919,Fiction,2017,99.02,5,5728
2421,Book Title 1920,Romance,2005,85.4,1,354
2422,Book Title 1921,Sci-Fi,2000,21.23,4,7012
2423,Book Title 1922,Fantasy,1998,92.47,4,2213
2424,Book Title 1923,Romance,1996,94.21,2,6615
2425,Book Title 1924,Fantasy,1991,5.29,4,6248
2426,Book Title 1925,Sci-Fi,2023,72.46,1,8496
2427,Book Title 1926,Fantasy,2000,89.38,1,1397
2428,Book Title 1927,Mystery,2016,41.78,4,353
2429,Book Title 1928,Biography,1984,44.04,3,9944
2430,Book Title 1929,Sci-Fi,1981,42.07,5,4162
2431,Book Title 1930,Sci-Fi,2009,94.67,1,1633
2432,Book Title 1931,Sci-Fi,1984,85.94,3,379
2433,Book Title 1932,Non-Fiction,2008,38.32,2,7271
2434,Book Title 1933,Fiction,1996,97.57,5,3977
2435,Book Title 1934,Romance,1993,52.54,3,7009
2436,Book Title 1935,Fiction,1995,69.08,3,7921
2437,Book Title 1936,Sci-Fi,2005,14.27,2,9463
2438,Book Title 1937,Mystery,1986,13.75,2,8118
2439,Book Title 1938,Sci-Fi,1989,99.53,4,9238
2440,Book Title 1939,Sci-Fi,2014,27.66,2,311
2441,Book Title 1940,Sci-Fi,2016,82.01,3,2820
2442,Book Title 1941,Non-Fiction,1983,57.81,5,9466
2443,Book Title 1942,Mystery,2015,33.45,1,1311
2444,Book Title 1943,Romance,1990,77.39,3,9947
2445,Book Title 1944,Fantasy,1993,34.93,4,7158
2446,Book Title 1945,Romance,1989,88.74,3,6094
2447,Book Title 1946,Sci-Fi,2004,67.35,2,5785
2448,Book Title 1947,Fantasy,1981,10.21,1,478
2449,Book Title 1948,Romance,2021,37.7,2,9669
2450,Book Title 1949,Romance,2020,9.34,3,8849
2451,Book Title 1950,Mystery,1995,83.96,2,2843
2452,Book Title 1951,Biography,1997,64.54,1,2787
2453,Book Title 1952,Fantasy,2020,53.99,4,4731
2454,Book Title 1953,Sci-Fi,2003,55.3,5,2409
2455,Book Title 1954,Mystery,2010,38.13,4,9885
2456,Book Title 1955,Sci-Fi,1997,31.74,3,6305
2457,Book Title 1956,Fiction,2013,80.59,2,4862
2458,Book Title 1957,Biography,2020,79.25,4,1594
2459,Book Title 1958,Biography,2008,70.54,3,9092
2460,Book Title 1959,Sci-Fi,1991,42.43,5,4522
2461,Book Title 1960,Fiction,1992,25.85,4,8687
2462,Book Title 1961,Mystery,2003,98.34,3,547
2463,Book Title 1962,Sci-Fi,1986,32.16,5,3739
2464,Book Title 1963,Non-Fiction,2014,51.02,2,6851
2465,Book Title 1964,Fiction,1992,37.91,3,9719
2466,Book Title 1965,Non-Fiction,2020,5.97,2,7605
2467,Book Title 1966,Non-Fiction,1989,55.66,3,1680
2468,Book Title 1967,Fiction,2018,27.94,4,9140
2469,Book Title 1968,Fantasy,1988,10.75,5,7776
2470,Book Title 1969,Romance,2016,38.38,3,3943
2471,Book Title 1970,Non-Fiction,2011,27.37,4,534
2472,Book Title 1971,Sci-Fi,2006,30.04,3,4925
2473,Book Title 1972,Non-Fiction,1994,31.63,2,4444
2474,Book Title 1973,Sci-Fi,1994,40.36,1,7829
2475,Book Title 1974,Biography,1980,91.04,5,4353
2476,Book Title 1975,Sci-Fi,2001,28.26,1,5404
2477,Book Title 1976,Sci-Fi,2014,93.71,5,309
2478,Book Title 1977,Biography,1995,51.89,5,4663
2479,Book Title 1978,Mystery,2016,92.33,3,4596
2480,Book Title 1979,Fiction,1993,47.47,4,8802
2481,Book Title 1980,Non-Fiction,2022,73.38,4,7528
2482,Book Title 1981,Fantasy,2016,51.13,2,2801
2483,Book Title 1982,Biography,1985,61.3,4,242
2484,Book Title 1983,Mystery,2001,29.06,1,1244
2485,Book Title 1984,Mystery,2018,16.99,2,5522
2486,Book Title 1985,Fiction,2018,75.59,5,9020
2487,Book Title 1986,Biography,1988,19.38,4,9313
2488,Book Title 1987,Biography,1994,20.9,2,5175
2489,Book Title 1988,Mystery,2006,74.6,1,7923
2490,Book Title 1989,Biography,2023,41.32,1,7461
2491,Book Title 1990,Fantasy,1998,81.39,3,7817
2492,Book Title 1991,Non-Fiction,2013,92.82,4,826
2493,Book Title 1992,Fiction,1987,88.47,3,2234
2494,Book Title 1993,Romance,2023,42.39,3,1019
2495,Book Title 1994,Mystery,2001,65.76,4,2505
2496,Book Title 1995,Mystery,1987,57.73,2,7519
2497,Book Title 1996,Biography,1997,12.73,5,1187
2498,Book Title 1997,Fiction,1992,83.77,3,513
2499,Book Title 1998,Sci-Fi,2003,31.22,5,2490
2500,Book Title 1999,Biography,1998,95.48,2,9772
2501,Book Title 2000,Fantasy,2021,32.03,5,3574
2502,Book Title 2001,Fiction,2017,35.04,3,9426
2503,Book Title 2002,Romance,2021,28.05,2,4288
2504,Book Title 2003,Fantasy,1998,64.55,1,9778
2505,Book Title 2004,Non-Fiction,2013,27.83,1,4055
2506,Book Title 2005,Fantasy,2021,96.21,4,4203
2507,Book Title 2006,Mystery,1993,28.98,3,7677
2508,Book Title 2007,Mystery,1981,57.84,1,8826
2509,Book Title 2008,Non-Fiction,1992,8.41,3,2841
2510,Book Title 2009,Sci-Fi,1997,28.4,5,556
2511,Book Title 2010,Romance,2016,21.65,2,7668
2512,Book Title 2011,Biography,2018,12.6,3,2802
2513,Book Title 2012,Sci-Fi,1999,77.51,4,7870
2514,Book Title 2013,Fiction,2015,12.55,3,9398
2515,Book Title 2014,Non-Fiction,1987,90.8,5,7170
2516,Book Title 2015,Romance,2021,55.16,1,7316
2517,Book Title 2016,Mystery,2006,76.88,3,3779
2518,Book Title 2017,Fantasy,1992,16.45,5,919
2519,Book Title 2018,Non-Fiction,1999,15.14,5,8820
2520,Book Title 2019,Mystery,2017,66.1,1,9865
2521,Book Title 2020,Fiction,2000,99.92,1,70
2522,Book Title 2021,Fantasy,2014,56.23,1,3799
2523,Book Title 2022,Mystery,2018,7.68,1,6277
2524,Book Title 2023,Sci-Fi,1981,75.98,4,5261
2525,Book Title 2024,Sci-Fi,2023,33.94,4,626
2526,Book Title 2025,Fiction,2022,70.55,2,6472
2527,Book Title 2026,Non-Fiction,2020,82.78,2,324
2528,Book Title 2027,Sci-Fi,2013,89.27,2,3006
2529,Book Title 2028,Sci-Fi,2021,94.24,2,2587
2530,Book Title 2029,Fiction,1991,26.32,3,2280
2531,Book Title 2030,Biography,2008,93.49,3,4822
2532,Book Title 2031,Fiction,2023,45.51,4,4428
2533,Book Title 2032,Non-Fiction,2000,18.97,2,2020
2534,Book Title 2033,Sci-Fi,2004,56.18,5,6685
2535,Book Title 2034,Sci-Fi,1986,23.13,1,6806
2536,Book Title 2035,Fiction,2014,84.19,2,7208
2537,Book Title 2036,Romance,2001,53.72,2,9664
2538,Book Title 2037,Mystery,1993,57.8,1,496
2539,Book Title 2038,Sci-Fi,2017,91.58,2,8293
2540,Book Title 2039,Non-Fiction,2017,68.59,1,4879
2541,Book Title 2040,Fiction,2011,65.56,2,1184
2542,Book Title 2041,Fiction,2020,17.23,3,3610
2543,Book Title 2042,Fiction,1985,87.88,3,8316
2544,Book Title 2043,Mystery,2015,86.57,3,2865
2545,Book Title 2044,Fiction,1997,91.12,1,4301
2546,Book Title 2045,Romance,1980,86.33,4,4843
2547,Book Title 2046,Sci-Fi,2018,63.37,5,1600
2548,Book Title 2047,Fiction,2010,14.28,1,3404
2549,Book Title 2048,Fantasy,1994,73.86,3,6071
2550,Book Title 2049,Sci-Fi,1996,42.73,5,879
2551,Book Title 2050,Non-Fiction,1998,90.47,2,1045
2552,Book Title 2051,Fantasy,2011,59.08,5,7545
2553,Book Title 2052,Sci-Fi,2000,5.08,5,8514
2554,Book Title 2053,Fantasy,2019,95.7,3,9372
2555,Book Title 2054,Romance,2011,27.7,5,8497
2556,Book Title 2055,Biography,2016,56.5,3,1400
2557,Book Title 2056,Mystery,1989,22.53,4,1779
2558,Book Title 2057,Sci-Fi,1996,60.42,4,3952
2559,Book Title 2058,Fiction,2000,29.81,2,1313
2560,Book Title 2059,Romance,1984,61.6,5,7077
2561,Book Title 2060,Fantasy,1999,9.73,3,2994
2562,Book Title 2061,Fiction,2012,98.99,2,2404
2563,Book Title 2062,Non-Fiction,2000,42.85,5,110
2564,Book Title 2063,Biography,2004,80.05,4,5831
2565,Book Title 2064,Fiction,2007,91.37,5,3813
2566,Book Title 2065,Romance,2009,39.82,1,1676
2567,Book Title 2066,Mystery,1987,24.11,3,144
2568,Book Title 2067,Sci-Fi,1983,20.52,3,3406
2569,Book Title 2068,Sci-Fi,2001,77.16,1,8455
2570,Book Title 2069,Sci-Fi,2019,65.95,5,2258
2571,Book Title 2070,Fantasy,2018,56.07,4,8008
2572,Book Title 2071,Non-Fiction,2005,39.47,1,5569
2573,Book Title 2072,Sci-Fi,1995,52.43,3,542
2574,Book Title 2073,Fiction,2021,69.7,5,5583
2575,Book Title 2074,Mystery,1989,16.95,4,7460
2576,Book Title 2075,Biography,2011,82.07,1,5810
2577,Book Title 2076,Romance,1991,78.46,5,1972
2578,Book Title 2077,Mystery,2002,18.68,5,8491
2579,Book Title 2078,Fiction,2021,58.92,3,1991
2580,Book Title 2079,Romance,2002,82.4,3,7917
2581,Book Title 2080,Sci-Fi,1982,86.65,1,3796
2582,Book Title 2081,Fiction,1990,49.34,5,6319
2583,Book Title 2082,Biography,1987,18.73,1,930
2584,Book Title 2083,Romance,1987,63.07,2,4921
2585,Book Title 2084,Romance,2014,5.32,2,4722
2586,Book Title 2085,Mystery,2002,27.29,1,7495
2587,Book Title 2086,Romance,2001,82.49,3,736
2588,Book Title 2087,Sci-Fi,2013,76.91,3,6547
2589,Book Title 2088,Romance,2008,28.91,5,5030
2590,Book Title 2089,Biography,1989,48.39,1,2491
2591,Book Title 2090,Mystery,2002,89.17,3,3259
2592,Book Title 2091,Fantasy,2002,58.97,3,6899
2593,Book Title 2092,Mystery,2019,68.13,3,8776
2594,Book Title 2093,Non-Fiction,1981,57.64,2,3348
2595,Book Title 2094,Non-Fiction,2015,13.33,2,6542
2596,Book Title 2095,Biography,2022,17.62,1,9328
2597,Book Title 2096,Non-Fiction,1994,36.63,5,2632
2598,Book Title 2097,Mystery,2016,23.75,5,2887
2599,Book Title 2098,Mystery,2015,50.73,4,9274
2600,Book Title 2099,Fiction,2017,33.32,4,203
2601,Book Title 2100,Romance,2011,61.4,4,3853
2602,Book Title 2101,Sci-Fi,2016,33.3,2,1967
2603,Book Title 2102,Romance,1996,92.01,5,2203
2604,Book Title 2103,Mystery,2012,26.81,1,536
2605,Book Title 2104,Mystery,1982,91.57,5,1247
2606,Book Title 2105,Romance,2001,25.92,2,2361
2607,Book Title 2106,Sci-Fi,2002,88.48,3,6532
2608,Book Title 2107,Non-Fiction,2006,97.4,3,5324
2609,Book Title 2108,Fiction,1985,39.06,2,6157
2610,Book Title 2109,Biography,1994,73.68,4,7308
2611,Book Title 2110,Fiction,2015,67.9,2,5489
2612,Book Title 2111,Romance,1994,14.24,1,4276
2613,Book Title 2112,Fantasy,2023,62.28,1,2979
2614,Book Title 2113,Biography,2022,64.83,2,8824
2615,Book Title 2114,Mystery,2001,15.03,1,8292
2616,Book Title 2115,Mystery,1983,57.75,2,4707
2617,Book Title 2116,Romance,1997,94.41,1,5962
2618,Book Title 2117,Romance,1992,67.35,5,7413
2619,Book Title 2118,Mystery,2020,61.19,1,7258
2620,Book Title 2119,Romance,2002,9.16,1,9524
2621,Book Title 2120,Sci-Fi,1985,42.32,5,288
2622,Book Title 2121,Mystery,2001,86.37,5,9191
2623,Book Title 2122,Fiction,2005,77.59,4,7642
2624,Book Title 2123,Sci-Fi,2015,40.13,1,2257
2625,Book Title 2124,Fantasy,2008,16.01,1,402
2626,Book Title 2125,Fantasy,2002,30.68,5,9746
2627,Book Title 2126,Mystery,2008,15.35,4,7972
2628,Book Title 2127,Mystery,2022,53.63,4,7535
2629,Book Title 2128,Fiction,2005,93.27,3,1201
2630,Book Title 2129,Mystery,1996,90.21,1,7213
2631,Book Title 2130,Fantasy,1983,94.32,3,7553
2632,Book Title 2131,Fiction,1999,89.6,2,3949
2633,Book Title 2132,Non-Fiction,2017,59.7,3,7389
2634,Book Title 2133,Mystery,2002,19.98,2,7799
2635,Book Title 2134,Non-Fiction,1994,57.14,1,2826
2636,Book Title 2135,Sci-Fi,1999,20.66,4,7572
2637,Book Title 2136,Mystery,2019,5.43,4,2886
2638,Book Title 2137,Romance,1986,37.21,3,2933
2639,Book Title 2138,Biography,2002,96.82,1,9150
2640,Book Title 2139,Mystery,2022,15.54,1,6993
2641,Book Title 2140,Romance,2015,43.22,2,1867
2642,Book Title 2141,Fantasy,1980,75.46,3,2667
2643,Book Title 2142,Romance,2014,46.92,4,4790
2644,Book Title 2143,Non-Fiction,1998,42.5,2,1475
2645,Book Title 2144,Sci-Fi,1997,11.26,5,4476
2646,Book Title 2145,Biography,2014,33.11,4,4083
2647,Book Title 2146,Biography,2011,13.93,1,42
2648,Book Title 2147,Romance,2005,36.66,4,2120
2649,Book Title 2148,Romance,1995,6.82,5,2189
2650,Book Title 2149,Non-Fiction,1991,42.36,1,5283
2651,Book Title 2150,Fiction,1984,44.28,5,6451
2652,Book Title 2151,Sci-Fi,2013,16.84,4,5376
2653,Book Title 2152,Biography,2002,78.66,2,8290
2654,Book Title 2153,Mystery,1982,30.08,1,5162
2655,Book Title 2154,Non-Fiction,1996,58.9,1,9032
2656,Book Title 2155,Mystery,2023,82.98,5,3307
2657,Book Title 2156,Biography,1993,5.84,5,567
2658,Book Title 2157,Sci-Fi,2000,22.51,5,2562
2659,Book Title 2158,Non-Fiction,1996,99.28,3,135
2660,Book Title 2159,Romance,2015,55.05,2,9619
2661,Book Title 2160,Sci-Fi,1981,76.26,4,9680
2662,Book Title 2161,Fiction,2023,21.24,4,9585
2663,Book Title 2162,Romance,1985,20.36,1,7467
2664,Book Title 2163,Fiction,1980,23.6,2,2482
2665,Book Title 2164,Mystery,1980,84.46,3,5043
2666,Book Title 2165,Biography,2017,97.9,2,1515
2667,Book Title 2166,Sci-Fi,1986,38.18,1,5280
2668,Book Title 2167,Non-Fiction,1993,32.86,5,8435
2669,Book Title 2168,Romance,2007,50.96,4,7240
2670,Book Title 2169,Mystery,2017,63.3,1,1438
2671,Book Title 2170,Mystery,2017,74.72,4,8282
2672,Book Title 2171,Mystery,2016,61.67,4,9121
2673,Book Title 2172,Non-Fiction,2022,97.63,4,3179
2674,Book Title 2173,Non-Fiction,2000,5.71,4,3064
2675,Book Title 2174,Fiction,1988,25.89,5,8527
2676,Book Title 2175,Non-Fiction,1995,84.75,4,6145
2677,Book Title 2176,Biography,1999,48.8,5,7035
2678,Book Title 2177,Mystery,2011,49.44,3,3495
2679,Book Title 2178,Fantasy,1998,26.36,2,3469
2680,Book Title 2179,Mystery,2014,14.86,5,3095
2681,Book Title 2180,Biography,2018,38.96,2,2466
2682,Book Title 2181,Fantasy,1992,32.59,4,7335
2683,Book Title 2182,Fiction,2022,89.39,2,3184
2684,Book Title 2183,Fantasy,1999,19.99,4,7093
2685,Book Title 2184,Romance,2005,62.63,3,8852
2686,Book Title 2185,Fiction,2020,61.26,3,2749
2687,Book Title 2186,Non-Fiction,1997,47.71,3,7509
2688,Book Title 2187,Non-Fiction,1983,13.16,3,5436
2689,Book Title 2188,Mystery,1984,17.67,4,8997
2690,Book Title 2189,Fiction,2011,13.49,3,4253
2691,Book Title 2190,Fantasy,2005,13.2,5,7373
2692,Book Title 2191,Non-Fiction,2012,64.05,3,2511
2693,Book Title 2192,Romance,2005,93.79,4,3587
2694,Book Title 2193,Mystery,1996,64.92,5,1229
2695,Book Title 2194,Fiction,2020,41.79,2,6978
2696,Book Title 2195,Fiction,1981,80.01,3,2797
2697,Book Title 2196,Romance,2012,71.85,4,5559
2698,Book Title 2197,Romance,2018,5.35,2,6254
2699,Book Title 2198,Non-Fiction,2010,56.48,3,7591
2700,Book Title 2199,Fantasy,2013,87.32,4,2492
2701,Book Title 2200,Fiction,1992,19.89,2,9426
2702,Book Title 2201,Fiction,2015,31.35,4,1019
