order_id,customer_id,book_id,quantity,order_date
20007,6229,3011,4,2024-11-20
20008,1607,8260,3,2024-10-30
20009,722,7568,2,2024-07-06
20010,487,1886,4,2024-02-11
20011,1893,4884,1,2024-04-01
20012,5582,3219,5,2024-01-22
20013,1732,2033,5,2024-07-08
20014,5953,488,2,2024-06-08
20015,4777,2015,4,2024-10-04
20016,9422,7183,5,2024-10-25
20017,3633,6284,2,2024-11-06
20018,5058,7511,5,2024-09-17
20019,310,1264,1,2024-11-12
20020,7082,8700,3,2024-02-21
20021,9253,7573,4,2024-04-05
20022,1882,8492,4,2024-03-03
20023,6989,5803,3,2024-04-07
20024,5985,1771,1,2024-05-03
20025,8590,1766,4,2024-04-14
20026,6905,6583,1,2024-06-21
20027,8205,3528,4,2024-03-03
20028,6560,4552,3,2024-01-02
20029,6621,3230,3,2024-02-13
20030,9621,7799,3,2024-03-05
20031,3719,2009,4,2024-05-30
20032,2839,1814,1,2024-08-02
20033,6461,4430,3,2024-08-15
20034,7587,5295,2,2024-02-16
20035,304,9998,2,2024-05-17
20036,2786,9439,4,2024-03-28
20037,2804,5078,5,2024-04-06
20038,3407,3463,5,2024-02-27
20039,4020,7860,4,2024-07-27
20040,7207,8405,1,2024-06-17
20041,8126,1986,2,2024-09-16
20042,8803,8189,5,2024-10-15
20043,7388,1826,5,2024-07-31
20044,1552,8034,3,2024-07-17
20045,679,9249,2,2024-03-04
20046,9548,4580,5,2024-01-06
20047,645,1952,1,2024-05-10
20048,5660,9078,3,2024-04-12
20049,5616,3706,5,2024-10-21
20050,1109,3649,3,2024-11-16
20051,9159,2683,2,2024-10-18
20052,5297,3720,1,2024-08-05
20053,4920,5683,1,2024-06-02
20054,2566,9792,3,2024-05-04
20055,3639,1542,5,2024-09-22
20056,6763,8469,3,2024-11-17
20057,5030,2380,5,2024-10-31
20058,7713,5307,5,2024-01-25
20059,7337,9500,3,2024-02-04
20060,8841,6780,1,2024-02-07
20061,2700,7406,1,2024-04-11
20062,4780,5654,5,2024-03-25
20063,4628,5726,4,2024-02-14
20064,657,571,3,2024-09-07
20065,8214,4173,3,2024-05-05
20066,3624,3288,1,2024-01-01
20067,7531,9808,2,2024-10-09
20068,4652,8042,3,2024-04-18
20069,4828,1443,4,2024-05-09
20070,1564,4298,1,2024-05-23
20071,3666,3650,5,2024-01-27
20072,2261,1410,1,2024-01-07
20073,7660,9714,4,2024-02-15
20074,1410,729,2,2024-03-26
20075,8985,4781,2,2024-08-01
20076,9499,9185,1,2024-10-16
20077,2814,6982,3,2024-03-20
20078,9238,2234,1,2024-04-16
20079,557,2553,1,2024-11-16
20080,894,4471,2,2024-05-20
20081,2499,4105,3,2024-04-10
20082,7006,3001,1,2024-01-22
20083,5374,4685,1,2024-01-09
20084,9685,7265,5,2024-05-17
20085,8254,3966,1,2024-01-23
20086,4901,9468,3,2024-02-23
20087,9394,6744,4,2024-08-07
20088,7397,4304,2,2024-01-15
20089,2534,7000,4,2024-01-18
20090,8113,2084,2,2024-01-26
20091,7748,2095,3,2024-01-19
20092,5410,7488,2,2024-10-06
20093,9199,6228,5,2024-04-17
20094,2863,6973,3,2024-10-27
20095,3990,6914,1,2024-05-14
20096,1819,593,3,2024-06-24
20097,6255,1261,2,2024-10-10
20098,6210,4141,4,2024-09-21
20099,1656,1358,1,2024-03-09
20100,9756,1568,4,2024-11-19
20101,2196,6841,3,2024-02-28
20102,3793,2546,4,2024-07-23
20103,8270,6024,5,2024-03-13
20104,3171,3864,1,2024-06-04
20105,9402,4614,2,2024-01-17
20106,4300,7371,1,2024-02-12
20107,3657,217,2,2024-04-21
20108,7762,428,4,2024-02-21
20109,4100,2084,3,2024-02-17
20110,6102,9114,3,2024-02-12
20111,9005,9502,1,2024-01-16
20112,14,8739,2,2024-02-14
20113,6921,9826,4,2024-09-27
20114,403,5313,1,2024-09-25
20115,9550,9229,5,2024-02-18
20116,2912,6268,1,2024-01-18
20117,8933,4621,4,2024-02-16
20118,2345,245,2,2024-07-20
20119,508,1734,1,2024-04-20
20120,457,1589,5,2024-03-27
20121,6424,4108,1,2024-08-21
20122,4057,3588,5,2024-04-05
20123,6060,8785,2,2024-01-18
20124,4591,8703,4,2024-09-01
20125,3433,7281,4,2024-05-28
20126,9348,4739,4,2024-11-18
20127,4848,8061,4,2024-06-30
20128,6384,8788,1,2024-03-11
20129,9768,3426,5,2024-05-20
20130,5828,7557,2,2024-05-18
20131,6832,1607,3,2024-02-27
20132,1716,879,3,2024-02-12
20133,2672,3426,4,2024-08-02
20134,4667,7619,1,2024-03-07
20135,2209,1905,5,2024-09-19
20136,3481,5663,2,2024-10-10
20137,9706,6957,5,2024-09-28
20138,2783,4649,5,2024-07-16
20139,1082,9659,1,2024-01-22
20140,9383,6426,3,2024-09-27
20141,4823,7654,4,2024-02-25
20142,9724,153,5,2024-08-10
20143,6194,3946,4,2024-07-09
20144,6672,5809,5,2024-07-24
20145,3996,1877,2,2024-07-09
20146,7054,6691,2,2024-09-19
20147,1861,8627,1,2024-06-11
20148,7709,2019,2,2024-11-05
20149,5464,6871,2,2024-01-07
20150,3312,7162,4,2024-08-21
20151,373,5871,5,2024-01-16
20152,5109,8770,4,2024-04-23
20153,5168,2705,3,2024-10-25
20154,8721,8735,3,2024-11-11
20155,6585,7556,1,2024-05-23
20156,4212,6881,3,2024-07-02
20157,8870,9066,1,2024-05-31
20158,3264,4090,4,2024-04-25
20159,8757,8595,2,2024-02-10
20160,2566,7604,2,2024-06-30
20161,2482,8390,2,2024-01-04
20162,2443,8156,2,2024-01-02
20163,6650,8078,4,2024-02-01
20164,9294,8719,4,2024-05-22
20165,521,6442,3,2024-06-29
20166,9553,1751,5,2024-04-04
20167,1968,2381,1,2024-08-13
20168,569,4449,5,2024-02-18
20169,2585,4067,1,2024-08-05
20170,3644,7371,5,2024-10-21
20171,7320,6895,4,2024-07-13
20172,3342,1843,5,2024-09-11
20173,6689,7618,5,2024-06-02
20174,6513,961,5,2024-04-04
20175,1138,8526,3,2024-08-10
20176,1856,1997,1,2024-05-30
20177,4759,4553,5,2024-05-04
20178,9466,9736,5,2024-09-05
20179,7911,7404,1,2024-07-17
20180,3227,7349,2,2024-09-01
20181,9275,91,5,2024-07-31
20182,6914,714,5,2024-02-11
20183,5817,7695,1,2024-05-19
20184,2967,3959,5,2024-06-08
20185,8339,9310,1,2024-05-10
20186,1417,2115,5,2024-08-26
20187,9078,516,5,2024-05-05
20188,3292,3139,1,2024-02-02
20189,7684,8623,1,2024-06-19
20190,520,9806,4,2024-02-26
20191,5057,8776,3,2024-07-24
20192,2149,7412,1,2024-07-09
20193,9548,5203,4,2024-09-30
20194,4025,408,5,2024-08-20
20195,9289,5413,3,2024-01-07
20196,1074,9745,5,2024-08-09
20197,8953,4359,2,2024-05-22
20198,9146,7070,2,2024-11-15
20199,7313,1843,5,2024-07-02
20200,1890,2800,3,2024-03-31
20201,4606,312,5,2024-07-27
20202,1564,1831,3,2024-05-31
20203,9899,3333,5,2024-10-21
20204,6531,7952,2,2024-05-16
20205,1857,2288,3,2024-10-21
20206,9383,698,1,2024-07-18
20207,5687,6582,1,2024-11-07
20208,5808,5102,4,2024-06-19
20209,6935,5094,1,2024-06-04
20210,2251,3463,2,2024-06-12
20211,6276,9454,4,2024-10-18
20212,1095,7487,4,2024-09-12
20213,9019,6349,2,2024-11-07
20214,8666,3314,2,2024-10-21
20215,2715,6994,1,2024-01-28
20216,8855,426,1,2024-06-05
20217,1935,5241,2,2024-11-10
20218,3956,1337,1,2024-05-20
20219,7836,8518,5,2024-05-29
20220,8273,6434,1,2024-04-16
20221,6373,9261,4,2024-10-15
20222,114,2552,5,2024-03-18
20223,9677,1061,3,2024-09-24
20224,3894,4328,3,2024-03-08
20225,5595,6197,1,2024-07-06
20226,2176,7381,5,2024-03-12
20227,8333,8368,4,2024-08-12
20228,5164,5475,4,2024-02-06
20229,9679,900,4,2024-11-17
20230,6505,8179,2,2024-07-07
20231,9878,7096,4,2024-04-09
20232,4416,5129,2,2024-02-22
20233,8706,2303,1,2024-07-22
20234,8440,2973,1,2024-07-31
20235,3437,1531,3,2024-11-18
20236,2067,622,1,2024-02-08
20237,6302,9571,5,2024-09-16
20238,15,6410,5,2024-02-03
20239,4874,1163,3,2024-04-12
20240,1804,6702,3,2024-11-16
20241,6622,9362,4,2024-11-13
20242,4514,9849,2,2024-08-13
20243,5578,3067,1,2024-04-16
20244,7015,5121,1,2024-05-30
20245,8237,3426,1,2024-09-28
20246,5546,3492,1,2024-05-23
20247,1791,2206,4,2024-04-06
20248,4433,1104,3,2024-08-02
20249,6207,7674,4,2024-02-29
20250,3762,3596,4,2024-11-06
20251,3068,4013,5,2024-06-29
20252,4006,6115,1,2024-03-31
20253,4673,4107,2,2024-03-16
20254,3172,3282,1,2024-05-16
20255,4295,7790,4,2024-06-13
20256,1255,3894,3,2024-09-14
20257,2053,7250,4,2024-01-08
20258,6671,9774,1,2024-02-03
20259,5921,7827,2,2024-08-25
20260,9291,7073,3,2024-01-18
20261,6816,4173,4,2024-04-05
20262,5760,3546,4,2024-07-28
20263,4937,2384,3,2024-02-27
20264,3653,8526,4,2024-04-27
20265,4135,5154,2,2024-10-05
20266,9184,4480,5,2024-11-12
20267,6527,517,1,2024-02-18
20268,407,6533,4,2024-03-19
20269,6998,5918,1,2024-05-02
20270,4353,5665,5,2024-06-13
20271,779,5472,3,2024-10-14
20272,9508,4603,3,2024-05-27
20273,3769,6048,1,2024-07-17
20274,5059,6985,1,2024-02-05
20275,916,4575,3,2024-10-27
20276,9186,7738,5,2024-08-24
20277,8929,5891,1,2024-08-18
20278,3090,948,2,2024-06-11
20279,4172,6231,5,2024-08-19
20280,6254,238,2,2024-01-07
20281,6617,7886,2,2024-01-29
20282,262,3153,3,2024-11-08
20283,5725,4518,4,2024-05-23
20284,3439,8920,1,2024-04-17
20285,3074,1220,2,2024-08-19
20286,6783,7541,2,2024-02-04
20287,2690,5336,5,2024-07-31
20288,3357,5685,5,2024-05-24
20289,2419,7014,4,2024-09-30
20290,7383,9318,1,2024-08-25
20291,8090,4975,3,2024-10-19
20292,6520,3070,4,2024-06-25
20293,375,4309,4,2024-10-02
20294,9625,7185,5,2024-03-24
20295,8374,5494,1,2024-07-29
20296,5177,1293,2,2024-05-10
20297,2547,5877,1,2024-06-07
20298,1025,534,1,2024-06-23
20299,2579,8268,5,2024-09-11
20300,6788,4384,2,2024-04-10
20301,5681,5654,1,2024-05-29
20302,7882,6013,5,2024-05-16
20303,3080,1479,3,2024-11-14
20304,1779,5771,2,2024-01-25
20305,1473,7496,1,2024-10-05
20306,4953,5113,3,2024-11-15
20307,4082,5577,2,2024-08-01
20308,9136,8523,2,2024-05-19
20309,914,7121,2,2024-04-10
20310,1044,2789,2,2024-08-04
20311,2921,6230,3,2024-03-06
20312,9844,2995,1,2024-05-31
20313,7978,9210,5,2024-06-03
20314,9989,5339,2,2024-02-03
20315,116,8119,5,2024-06-13
20316,8082,3664,5,2024-04-07
20317,2767,6137,1,2024-05-06
20318,9544,2494,4,2024-08-27
20319,5386,466,3,2024-04-21
20320,9408,9402,4,2024-01-18
20321,7743,6091,2,2024-07-08
20322,1097,277,1,2024-02-18
20323,182,9882,1,2024-04-25
20324,9146,2900,3,2024-01-05
20325,8144,1209,1,2024-01-04
20326,2698,5293,3,2024-04-28
20327,7085,8196,3,2024-05-15
20328,8787,7850,2,2024-02-10
20329,8217,71,4,2024-08-01
20330,7593,1354,4,2024-03-09
20331,519,3701,3,2024-02-10
20332,1102,3550,5,2024-01-11
20333,4905,6066,3,2024-01-19
20334,9704,1469,3,2024-03-20
20335,5170,7127,4,2024-11-08
20336,6547,3710,3,2024-08-09
20337,9827,1291,4,2024-08-12
20338,6807,6161,2,2024-04-23
20339,4462,8277,2,2024-09-04
20340,1452,766,5,2024-05-10
20341,9301,7329,5,2024-05-18
20342,8121,8243,5,2024-05-05
20343,7232,5242,5,2024-03-03
20344,7265,9362,1,2024-06-16
20345,4568,2128,4,2024-04-13
20346,7291,9352,3,2024-11-20
20347,6248,3133,3,2024-05-26
20348,2079,9809,3,2024-04-01
20349,9805,4410,4,2024-06-04
20350,7708,3179,2,2024-01-31
20351,4728,8368,4,2024-07-18
20352,3099,8845,5,2024-01-11
20353,1142,6886,4,2024-03-25
20354,8164,2392,5,2024-04-13
20355,1318,2420,1,2024-08-02
20356,6925,6447,1,2024-05-06
20357,1075,5382,1,2024-06-23
20358,673,1102,3,2024-03-06
20359,1864,1382,3,2024-08-23
20360,5646,654,1,2024-08-12
20361,9801,5186,5,2024-03-27
20362,1491,1568,1,2024-07-16
20363,9801,9233,5,2024-01-03
20364,3423,8339,4,2024-01-08
20365,5401,7209,2,2024-10-22
20366,676,807,2,2024-05-07
20367,6192,9470,5,2024-02-14
20368,6823,1024,5,2024-03-11
20369,5596,2155,1,2024-09-25
20370,2583,6406,4,2024-02-25
20371,2788,859,4,2024-03-16
20372,2251,2741,4,2024-10-18
20373,5763,3128,4,2024-07-15
20374,6215,7958,1,2024-10-25
20375,6564,8960,3,2024-05-23
20376,913,3838,4,2024-09-12
20377,1939,2174,3,2024-01-13
20378,2123,6412,2,2024-08-20
20379,4367,633,4,2024-10-28
20380,1134,6767,1,2024-08-07
20381,5142,1486,1,2024-06-21
20382,2136,3620,2,2024-06-08
20383,7689,9085,4,2024-06-17
20384,4719,3598,3,2024-08-26
20385,4195,2458,5,2024-06-22
20386,975,6349,3,2024-03-13
20387,6960,7239,5,2024-07-10
20388,5887,8940,1,2024-07-08
20389,6130,17,4,2024-11-08
20390,6650,89,5,2024-11-10
20391,1269,9452,5,2024-10-05
20392,5314,2694,4,2024-04-10
20393,7282,8657,3,2024-08-25
20394,2740,4391,3,2024-10-16
20395,4698,1275,2,2024-04-01
20396,1002,628,1,2024-07-02
20397,5239,9387,2,2024-04-22
20398,723,2025,2,2024-04-24
20399,6600,4968,1,2024-10-09
20400,8488,9879,2,2024-10-04
20401,416,837,1,2024-03-03
20402,3527,5798,3,2024-03-30
20403,7843,4776,2,2024-09-22
20404,4750,6573,5,2024-02-10
20405,6449,7166,1,2024-06-25
20406,9767,3793,5,2024-09-27
20407,9092,8637,1,2024-06-26
20408,3114,4802,4,2024-09-05
20409,7364,1757,5,2024-10-16
20410,6627,3032,3,2024-02-21
20411,1552,401,4,2024-03-24
20412,3856,2541,4,2024-02-14
20413,7332,5490,3,2024-03-10
20414,666,9726,1,2024-08-19
20415,4177,2456,1,2024-11-11
20416,3887,7589,1,2024-09-17
20417,428,8150,4,2024-05-16
20418,3173,2184,3,2024-04-09
20419,5961,8896,5,2024-11-11
20420,7975,7816,2,2024-01-03
20421,801,1246,2,2024-02-11
20422,7337,5868,2,2024-07-24
20423,6723,7374,4,2024-03-11
20424,5948,2335,5,2024-08-13
20425,9561,4582,1,2024-06-05
20426,3889,4233,1,2024-03-20
20427,2944,3132,1,2024-01-15
20428,2081,9998,2,2024-04-09
20429,5343,1777,4,2024-05-13
20430,458,7705,3,2024-08-17
20431,4107,235,5,2024-10-16
20432,5781,9954,3,2024-09-06
20433,9073,6776,1,2024-04-19
20434,6963,9433,1,2024-06-12
20435,4492,4938,1,2024-04-30
20436,4164,8609,1,2024-05-31
20437,542,8808,4,2024-07-29
20438,2553,6770,2,2024-01-18
20439,4923,3142,3,2024-11-11
20440,2360,4980,2,2024-06-14
20441,7152,2326,5,2024-07-07
20442,869,9628,2,2024-01-16
20443,4101,4041,3,2024-02-12
20444,9264,7295,3,2024-08-07
20445,2582,5657,2,2024-02-08
20446,8261,314,5,2024-08-04
20447,4109,1897,5,2024-10-17
20448,816,3495,3,2024-06-11
20449,6473,9165,3,2024-04-22
20450,7756,3735,5,2024-03-15
20451,1965,7237,5,2024-10-14
20452,2378,8328,2,2024-06-05
20453,622,5776,5,2024-08-05
20454,6386,9711,4,2024-09-09
20455,3823,3140,4,2024-01-20
20456,8427,2885,3,2024-02-01
20457,9789,4563,4,2024-08-30
20458,2913,8554,1,2024-05-31
20459,2466,851,3,2024-10-04
20460,5881,5658,5,2024-09-30
20461,4245,7203,1,2024-11-02
20462,9617,6198,2,2024-06-26
20463,1967,2239,2,2024-09-17
20464,763,4697,1,2024-06-11
20465,9149,4998,5,2024-01-06
20466,3694,1212,4,2024-02-27
20467,5255,9496,1,2024-03-29
20468,6137,7735,3,2024-08-16
20469,401,3147,4,2024-08-16
20470,2404,5768,3,2024-05-15
20471,3395,8829,2,2024-03-02
20472,8722,7509,3,2024-03-23
20473,1934,1051,3,2024-11-03
20474,6881,3291,3,2024-06-19
20475,9202,26,2,2024-09-03
20476,8627,7298,3,2024-01-26
20477,1480,1871,2,2024-08-18
20478,9291,5238,4,2024-02-11
20479,8047,8493,5,2024-01-31
20480,7311,2936,2,2024-08-20
20481,1096,940,2,2024-10-28
20482,2310,5916,2,2024-05-02
20483,5377,632,1,2024-01-18
20484,4502,6416,2,2024-04-15
20485,9318,9821,5,2024-10-13
20486,8792,6166,2,2024-10-07
20487,1018,490,1,2024-09-10
20488,9538,3750,2,2024-01-28
20489,6539,2033,1,2024-08-11
20490,6010,8157,2,2024-06-05
20491,1184,1523,1,2024-01-29
20492,1811,205,3,2024-07-08
20493,1844,4399,2,2024-08-11
20494,6348,6830,4,2024-08-22
20495,6365,6246,3,2024-04-22
20496,7958,8373,1,2024-09-02
20497,2857,3995,5,2024-11-07
20498,6280,2138,5,2024-03-26
20499,5683,999,2,2024-01-05
20500,605,2794,5,2024-06-07
20501,6500,3199,4,2024-07-14
20502,6000,7202,5,2024-01-26
20503,4381,1898,5,2024-02-07
20504,9584,717,5,2024-05-19
20505,859,9351,3,2024-06-19
20506,1388,4953,3,2024-06-02
20507,466,8231,2,2024-01-27
20508,3874,3230,2,2024-04-25
20509,8032,903,1,2024-01-01
20510,5215,4225,4,2024-02-16
20511,7413,5393,4,2024-05-04
20512,476,6977,3,2024-02-18
20513,7038,3647,1,2024-04-12
20514,4277,3397,4,2024-06-11
20515,6627,683,1,2024-05-29
20516,4386,9895,2,2024-11-11
20517,2802,7253,4,2024-08-09
20518,4260,8030,2,2024-02-08
20519,6899,8919,1,2024-05-07
20520,4937,770,3,2024-05-02
20521,3286,1859,3,2024-02-06
20522,5518,212,4,2024-04-02
20523,7792,1176,5,2024-04-23
20524,1829,602,4,2024-04-02
20525,1310,8050,5,2024-05-05
20526,5288,5069,3,2024-07-05
20527,6721,6014,4,2024-04-25
20528,5234,2170,4,2024-09-19
20529,219,7564,4,2024-07-21
20530,3881,7042,5,2024-03-06
20531,2005,7793,3,2024-03-15
20532,1257,4178,1,2024-09-19
20533,62,3961,3,2024-09-11
20534,3798,437,1,2024-11-13
20535,793,5199,1,2024-07-09
20536,3973,8531,4,2024-01-24
20537,1758,2500,2,2024-04-09
20538,1326,611,1,2024-07-31
20539,2771,8199,5,2024-06-25
20540,1911,68,3,2024-04-24
20541,9046,2370,3,2024-05-19
20542,4461,5382,5,2024-06-22
20543,2937,3546,4,2024-08-03
20544,5424,1851,1,2024-04-08
20545,7267,2399,3,2024-01-01
20546,1631,7911,1,2024-08-27
20547,2667,307,1,2024-04-01
20548,2083,1392,3,2024-09-12
20549,5500,2986,4,2024-03-29
20550,5666,6084,4,2024-01-22
20551,5625,8088,4,2024-05-13
20552,1334,3660,1,2024-06-05
20553,8544,6067,1,2024-04-29
20554,6628,3991,5,2024-03-24
20555,8401,3221,1,2024-10-07
20556,5359,4010,2,2024-07-09
20557,9988,3803,5,2024-01-08
20558,8518,5621,1,2024-08-21
20559,7509,9341,2,2024-09-29
20560,5027,4902,4,2024-04-29
20561,8445,8397,3,2024-03-28
20562,7071,1038,5,2024-06-10
20563,822,1261,2,2024-04-20
20564,6276,5853,5,2024-04-15
20565,2555,9687,1,2024-05-03
20566,257,4014,2,2024-10-03
20567,7985,1291,2,2024-07-28
20568,6636,1527,5,2024-06-24
20569,9464,5820,1,2024-01-18
20570,1780,7562,4,2024-08-16
20571,7959,9313,5,2024-03-27
20572,1668,1767,5,2024-01-09
20573,4209,3981,4,2024-04-10
20574,8815,9811,1,2024-06-19
20575,5138,1558,5,2024-03-18
20576,5627,748,2,2024-11-12
20577,3005,4924,5,2024-04-10
20578,4645,6442,5,2024-10-04
20579,7466,6392,2,2024-05-07
20580,925,5185,2,2024-01-23
20581,4505,9186,3,2024-06-10
20582,4003,2178,3,2024-06-26
20583,2311,3851,2,2024-09-03
20584,584,5617,2,2024-04-30
20585,2982,3500,1,2024-10-27
20586,4968,7336,4,2024-03-15
20587,4433,7421,3,2024-07-01
20588,754,9590,4,2024-05-23
20589,3669,1507,2,2024-09-19
20590,5306,5344,1,2024-07-20
20591,6377,5196,5,2024-05-07
20592,212,7683,3,2024-03-11
20593,9726,3847,5,2024-06-01
20594,3601,4470,5,2024-07-23
20595,2854,9757,1,2024-03-26
20596,5920,7992,1,2024-11-20
20597,5731,9735,4,2024-10-31
20598,9485,8724,5,2024-10-26
20599,7626,7387,3,2024-08-28
20600,1354,9690,2,2024-03-23
20601,3408,1160,4,2024-10-02
20602,3536,669,1,2024-04-15
20603,394,8010,5,2024-06-04
20604,1350,1292,1,2024-03-11
20605,5315,8226,4,2024-06-06
20606,5187,219,1,2024-06-05
20607,7927,170,4,2024-06-21
20608,1919,9606,2,2024-05-13
20609,2996,6487,3,2024-01-23
20610,3958,6778,1,2024-07-01
20611,36,2468,4,2024-08-21
20612,3586,8721,5,2024-05-03
20613,4659,2134,1,2024-08-26
20614,9893,3434,5,2024-02-10
20615,3496,6467,2,2024-11-07
20616,1273,594,3,2024-02-29
20617,700,1154,2,2024-01-25
20618,5950,7194,4,2024-09-18
20619,9431,1195,1,2024-11-17
20620,9504,9656,2,2024-07-02
20621,509,2655,3,2024-10-13
20622,9255,9295,4,2024-08-30
20623,3953,3976,3,2024-06-25
20624,5010,8723,2,2024-10-16
20625,8660,6414,4,2024-01-07
20626,7902,9646,1,2024-10-26
20627,9543,1848,3,2024-10-27
20628,731,3466,4,2024-11-08
20629,5817,1315,3,2024-03-30
20630,8072,4642,1,2024-07-03
20631,4281,7403,2,2024-05-05
20632,3719,5815,4,2024-05-03
20633,1080,8144,4,2024-01-27
20634,5728,1979,5,2024-05-31
20635,5191,9756,2,2024-02-14
20636,4867,8560,3,2024-07-10
20637,8066,3476,4,2024-08-07
20638,2852,2646,3,2024-04-07
20639,2861,257,4,2024-10-08
20640,6870,7345,3,2024-03-13
20641,202,8563,2,2024-10-13
20642,8912,7534,1,2024-11-13
20643,1467,8058,4,2024-01-02
20644,4562,8115,1,2024-02-25
20645,7678,7892,2,2024-05-08
20646,4082,6299,1,2024-09-02
20647,5811,5162,1,2024-05-29
20648,100,1521,2,2024-11-18
20649,40,6299,4,2024-11-14
20650,4205,645,5,2024-09-21
20651,7104,3706,1,2024-05-07
20652,4422,3854,2,2024-02-09
20653,2755,8136,5,2024-10-27
20654,2507,667,3,2024-10-22
20655,962,8833,5,2024-04-25
20656,7306,7171,5,2024-07-24
20657,5116,2082,1,2024-09-28
20658,2630,9030,5,2024-05-29
20659,8164,7680,5,2024-04-27
20660,666,3003,5,2024-01-21
20661,2354,2320,1,2024-01-29
20662,1911,8106,3,2024-02-23
20663,5454,1807,4,2024-01-13
20664,2767,6623,2,2024-06-03
20665,891,5440,2,2024-01-29
20666,2695,176,2,2024-10-08
20667,4278,1855,1,2024-05-24
20668,6061,6791,1,2024-06-12
20669,6074,7116,4,2024-01-09
20670,9659,9321,1,2024-04-23
20671,804,6320,4,2024-11-17
20672,53,7897,2,2024-02-26
20673,649,3549,5,2024-01-22
20674,5947,170,1,2024-05-28
20675,9774,9526,3,2024-04-09
20676,4371,4268,5,2024-08-18
20677,1866,1873,4,2024-01-16
20678,468,5637,5,2024-06-20
20679,3010,958,4,2024-01-27
20680,8049,6965,1,2024-07-23
20681,312,7207,1,2024-07-10
20682,2249,1024,4,2024-07-04
20683,564,8186,1,2024-05-02
20684,3017,1922,4,2024-08-07
20685,6009,8357,4,2024-05-18
20686,3684,8583,3,2024-07-01
20687,6953,7358,2,2024-10-25
20688,561,1074,5,2024-02-10
20689,2229,3099,2,2024-07-07
20690,7781,2593,2,2024-05-24
20691,1591,5380,1,2024-07-08
20692,2207,1306,1,2024-05-24
20693,8104,3557,1,2024-03-15
20694,557,2022,3,2024-01-09
20695,7607,4147,4,2024-11-07
20696,5587,2328,5,2024-09-29
20697,6523,3722,5,2024-01-19
20698,6197,8954,2,2024-03-10
20699,8848,2199,1,2024-02-24
20700,7824,6756,4,2024-10-01
20701,7711,3066,3,2024-05-18
20702,3435,3910,5,2024-09-03
20703,4160,3179,1,2024-04-09
20704,8349,6559,2,2024-03-05
20705,8416,6284,4,2024-09-14
20706,1341,1330,3,2024-09-20
20707,9212,2876,2,2024-09-16
20708,6754,2387,3,2024-09-29
20709,264,8528,5,2024-08-10
20710,2694,3591,1,2024-08-29
20711,9056,4131,2,2024-06-16
20712,8234,1091,4,2024-10-10
20713,1810,5326,1,2024-07-20
20714,6610,8416,2,2024-08-30
20715,3368,1574,3,2024-09-24
20716,4276,2645,1,2024-11-07
20717,7914,1661,3,2024-04-03
20718,4624,9795,5,2024-07-21
20719,1874,6161,4,2024-02-07
20720,1563,1278,1,2024-02-06
20721,4529,2373,5,2024-04-18
20722,4022,2932,2,2024-03-30
20723,8085,9142,4,2024-02-07
20724,8784,4067,3,2024-08-16
20725,3378,5988,2,2024-06-14
20726,4418,8065,1,2024-05-29
20727,5352,5258,1,2024-07-01
20728,2284,2158,4,2024-08-25
20729,3944,2686,3,2024-05-16
20730,6766,1412,5,2024-01-23
20731,401,1075,5,2024-01-27
20732,2420,2032,1,2024-08-01
20733,1913,8311,1,2024-08-24
20734,7840,4735,2,2024-09-29
20735,7518,2857,5,2024-03-04
20736,5632,1736,3,2024-08-02
20737,1173,8485,4,2024-10-24
20738,7181,5351,2,2024-05-05
20739,6488,5181,1,2024-06-29
20740,2630,6387,4,2024-03-08
20741,5711,8775,4,2024-05-25
20742,9779,4373,2,2024-07-07
20743,1284,9401,1,2024-06-26
20744,1452,8474,3,2024-05-21
20745,6655,5596,5,2024-10-07
20746,4832,4453,1,2024-10-03
20747,5539,3464,5,2024-05-16
20748,6775,4232,4,2024-05-30
20749,7213,8903,4,2024-07-19
20750,6270,1089,1,2024-09-14
20751,8058,3611,4,2024-07-06
20752,9236,9042,2,2024-03-29
20753,700,1878,1,2024-11-05
20754,6983,7744,1,2024-05-06
20755,667,685,2,2024-07-25
20756,4577,1312,4,2024-02-23
20757,9595,4233,3,2024-02-09
20758,2441,3870,5,2024-06-09
20759,4300,6214,1,2024-07-17
20760,4967,2996,5,2024-08-07
20761,1067,94,2,2024-01-11
20762,2708,4225,3,2024-02-10
20763,2470,3661,5,2024-11-16
20764,7228,1077,3,2024-04-29
20765,1105,550,4,2024-07-25
20766,6724,5723,2,2024-08-12
20767,7118,742,2,2024-09-01
20768,8274,4042,4,2024-11-03
20769,5773,9427,5,2024-09-19
20770,9772,6013,1,2024-01-08
20771,2685,6884,5,2024-08-24
20772,3567,6512,5,2024-11-20
20773,6513,3732,1,2024-08-31
20774,7285,7733,5,2024-08-05
20775,5023,8210,2,2024-06-12
20776,3949,1209,5,2024-03-17
20777,4328,9214,2,2024-03-28
20778,7589,4579,2,2024-04-27
20779,2476,7869,4,2024-03-01
20780,7949,2113,3,2024-05-13
20781,4041,8667,1,2024-07-26
20782,3211,6874,5,2024-06-01
20783,5651,3017,5,2024-03-31
20784,2567,5941,5,2024-11-17
20785,7203,8253,5,2024-04-24
20786,2949,2806,4,2024-03-04
20787,7794,7867,3,2024-07-22
20788,1139,7724,3,2024-02-26
20789,7460,9470,2,2024-01-10
20790,7500,6856,4,2024-10-16
